user_id,variant_group,timestamp
USR_000083,Control,2026-05-05 14:10:25.590083
USR_000084,Control,2026-05-04 11:29:59.902176
USR_000085,Control,2026-05-01 05:23:12.015139
USR_000086,Control,2026-05-05 06:52:05.867491
USR_000087,Variant,2026-05-06 00:19:01.960783
USR_000088,Variant,2026-05-03 22:00:49.831865
USR_000089,Variant,2026-05-06 07:13:32.361989
USR_000090,Control,2026-05-02 14:08:10.385840
USR_000091,Control,2026-05-02 13:10:28.082277
USR_000092,Variant,2026-05-02 03:07:04.994153
USR_000093,Variant,2026-05-03 14:29:42.430720
USR_000094,Variant,2026-05-06 22:17:52.879003
USR_000095,Variant,2026-05-06 19:05:21.215188
USR_000096,Control,2026-05-03 16:18:52.080976
USR_000097,Variant,2026-05-05 02:58:19.011521
USR_000098,Control,2026-05-06 01:05:49.708204
USR_000099,Control,2026-05-02 16:31:21.857295
USR_000100,Control,2026-05-02 04:14:51.728749
USR_000101,Control,2026-05-07 19:18:43.656695
USR_000102,Variant,2026-05-05 07:44:58.663029
USR_000103,Control,2026-05-07 20:52:40.228565
USR_000104,Variant,2026-05-03 08:44:34.821018
USR_000105,Variant,2026-05-05 22:06:33.572144
USR_000106,Control,2026-05-02 13:23:50.679380
USR_000107,Control,2026-05-02 19:52:53.863586
USR_000108,Variant,2026-05-04 13:59:58.402944
USR_000109,Control,2026-05-03 05:41:45.042307
USR_000110,Control,2026-05-02 04:09:37.521811
USR_000111,Control,2026-05-02 20:09:50.248563
USR_000112,Control,2026-05-01 06:00:20.628973
USR_000113,Variant,2026-05-05 22:20:35.406270
USR_000114,Variant,2026-05-04 10:40:32.154206
USR_000115,Variant,2026-05-01 15:49:58.206561
USR_000116,Variant,2026-05-02 04:50:40.527044
USR_000117,Variant,2026-05-01 17:13:32.888651
USR_000118,Control,2026-05-05 06:54:56.130445
USR_000119,Variant,2026-05-01 15:49:38.427913
USR_000120,Variant,2026-05-06 06:43:09.955020
USR_000121,Variant,2026-05-01 03:26:45.004005
USR_000122,Variant,2026-05-02 17:53:42.476580
USR_000123,Control,2026-05-07 05:37:55.205579
USR_000124,Control,2026-05-06 00:42:47.741200
USR_000125,Control,2026-05-01 12:15:31.247753
USR_000126,Control,2026-05-06 17:56:57.067993
USR_000127,Variant,2026-05-04 10:49:47.641508
USR_000128,Variant,2026-05-06 22:15:34.374832
USR_000129,Control,2026-05-05 04:55:27.415588
USR_000130,Variant,2026-05-05 18:32:52.617773
USR_000131,Control,2026-05-07 22:54:29.743727
USR_000132,Control,2026-05-02 15:01:56.538175
USR_000133,Control,2026-05-05 08:49:22.283616
USR_000134,Control,2026-05-04 05:20:02.376707
USR_000135,Variant,2026-05-01 06:37:40.541128
USR_000136,Control,2026-05-01 02:25:51.843981
USR_000137,Variant,2026-05-01 20:01:49.443864
USR_000138,Variant,2026-05-05 13:02:50.684678
USR_000139,Control,2026-05-04 23:17:00.235570
USR_000140,Variant,2026-05-04 20:58:34.198592
USR_000141,Variant,2026-05-01 05:21:06.969977
USR_000142,Control,2026-05-04 06:50:34.452199
USR_000143,Control,2026-05-07 11:20:11.880231
USR_000144,Control,2026-05-03 18:47:43.562559
USR_000145,Control,2026-05-05 08:59:13.109728
USR_000146,Control,2026-05-06 11:00:34.335017
USR_000147,Variant,2026-05-06 11:41:58.008825
USR_000148,Variant,2026-05-04 15:14:20.593833
USR_000149,Control,2026-05-07 00:08:09.336579
USR_000150,Control,2026-05-03 17:45:05.470866
USR_000151,Variant,2026-05-07 05:18:01.656302
USR_000152,Control,2026-05-02 16:21:29.390236
USR_000153,Control,2026-05-02 23:04:34.882948
USR_000154,Control,2026-05-01 08:55:27.353516
USR_000155,Variant,2026-05-06 13:39:27.894741
USR_000156,Control,2026-05-03 22:03:55.006874
USR_000157,Variant,2026-05-02 14:29:29.728094
USR_000158,Variant,2026-05-02 14:56:26.759903
USR_000159,Control,2026-05-07 07:26:06.684455
USR_000160,Variant,2026-05-06 20:05:52.759959
USR_000161,Control,2026-05-04 20:59:35.479464
USR_000162,Variant,2026-05-05 07:30:23.812091
USR_000163,Variant,2026-05-04 07:41:12.105069
USR_000164,Variant,2026-05-03 17:47:59.925133
USR_000165,Control,2026-05-07 09:48:00.417761
USR_000166,Variant,2026-05-01 21:06:10.563089
USR_000167,Control,2026-05-03 22:17:56.618420
USR_000168,Control,2026-05-03 09:53:11.041951
USR_000169,Control,2026-05-04 11:41:21.555608
USR_000170,Variant,2026-05-04 04:52:55.757725
USR_000171,Variant,2026-05-04 15:10:24.388743
USR_000172,Control,2026-05-01 23:30:22.997427
USR_000173,Variant,2026-05-04 14:12:27.980115
USR_000174,Control,2026-05-02 16:43:34.898639
USR_000175,Variant,2026-05-02 06:58:03.599868
USR_000176,Control,2026-05-01 10:53:31.735522
USR_000177,Variant,2026-05-06 08:07:32.267536
USR_000178,Control,2026-05-03 23:48:36.873734
USR_000179,Variant,2026-05-05 09:16:34.099667
USR_000180,Control,2026-05-06 02:14:08.454031
USR_000181,Control,2026-05-05 18:07:30.719182
USR_000182,Control,2026-05-04 07:02:38.834905
USR_000183,Variant,2026-05-03 17:10:01.030310
USR_000184,Variant,2026-05-03 15:09:40.553351
USR_000185,Control,2026-05-05 11:31:41.512383
USR_000186,Variant,2026-05-04 11:07:31.625869
USR_000187,Variant,2026-05-06 22:39:15.183583
USR_000188,Variant,2026-05-07 02:56:59.760121
USR_000189,Variant,2026-05-02 04:39:14.916618
USR_000190,Control,2026-05-01 22:53:14.112455
USR_000191,Control,2026-05-05 09:54:26.480067
USR_000192,Variant,2026-05-03 02:36:21.332428
USR_000193,Variant,2026-05-01 03:07:11.570709
USR_000194,Variant,2026-05-07 05:17:31.086431
USR_000195,Control,2026-05-02 14:07:09.584029
USR_000196,Control,2026-05-07 12:07:08.938140
USR_000197,Variant,2026-05-06 00:31:44.355891
USR_000198,Variant,2026-05-06 08:07:32.830698
USR_000199,Variant,2026-05-02 09:50:43.912656
USR_000200,Variant,2026-05-02 15:20:40.788613
USR_000201,Variant,2026-05-04 15:34:22.737513
USR_000202,Control,2026-05-02 04:54:45.990883
USR_000203,Control,2026-05-03 03:18:45.087735
USR_000204,Variant,2026-05-03 06:00:20.506663
USR_000205,Variant,2026-05-02 02:49:04.183631
USR_000206,Control,2026-05-02 10:28:14.577637
USR_000207,Control,2026-05-06 12:28:36.154047
USR_000208,Variant,2026-05-02 04:05:20.052830
USR_000209,Control,2026-05-01 04:46:51.030587
USR_000210,Control,2026-05-05 09:43:53.869302
USR_000211,Variant,2026-05-07 19:57:54.590609
USR_000212,Variant,2026-05-03 07:38:38.115084
USR_000213,Variant,2026-05-01 19:56:02.969293
USR_000214,Control,2026-05-04 23:49:30.254382
USR_000215,Variant,2026-05-07 08:16:03.026871
USR_000216,Control,2026-05-06 11:43:20.564440
USR_000217,Control,2026-05-05 08:34:57.597216
USR_000218,Variant,2026-05-03 04:55:46.169148
USR_000219,Variant,2026-05-04 19:02:09.128797
USR_000220,Variant,2026-05-01 15:19:44.880021
USR_000221,Variant,2026-05-05 18:03:46.192605
USR_000222,Variant,2026-05-06 01:48:58.072229
USR_000223,Control,2026-05-07 18:07:31.125536
USR_000224,Control,2026-05-02 19:44:48.322569
USR_000225,Control,2026-05-01 03:06:02.442237
USR_000226,Control,2026-05-04 19:39:43.999286
USR_000227,Variant,2026-05-05 22:44:26.897059
USR_000228,Control,2026-05-06 12:47:18.441414
USR_000229,Variant,2026-05-02 08:32:53.306693
USR_000230,Variant,2026-05-02 19:58:28.135194
USR_000231,Variant,2026-05-04 14:06:54.991602
USR_000232,Variant,2026-05-03 07:32:27.369870
USR_000233,Variant,2026-05-07 00:33:57.347088
USR_000234,Control,2026-05-04 07:35:30.140981
USR_000235,Control,2026-05-06 14:19:45.163953
USR_000236,Variant,2026-05-05 01:32:38.831140
USR_000237,Control,2026-05-06 09:52:44.917650
USR_000238,Control,2026-05-03 07:53:20.622254
USR_000239,Variant,2026-05-06 19:40:40.772943
USR_000240,Control,2026-05-02 22:07:41.336445
USR_000241,Variant,2026-05-04 19:44:40.559080
USR_000242,Variant,2026-05-02 11:57:11.502048
USR_000243,Variant,2026-05-04 07:53:18.440280
USR_000244,Control,2026-05-03 05:27:12.366711
USR_000245,Control,2026-05-02 20:48:22.234849
USR_000246,Variant,2026-05-07 18:27:12.538903
USR_000247,Control,2026-05-02 02:53:32.818998
USR_000248,Variant,2026-05-06 12:16:14.666494
USR_000249,Variant,2026-05-07 21:20:22.967495
USR_000250,Variant,2026-05-01 03:20:36.417366
USR_000251,Control,2026-05-05 21:26:11.780013
USR_000252,Control,2026-05-02 18:29:21.060000
USR_000253,Variant,2026-05-01 06:48:07.036154
USR_000254,Control,2026-05-03 19:41:07.617353
USR_000255,Control,2026-05-07 13:06:59.731591
USR_000256,Variant,2026-05-01 01:58:35.529073
USR_000257,Variant,2026-05-05 02:45:53.266479
USR_000258,Variant,2026-05-04 12:14:04.590254
USR_000259,Variant,2026-05-07 02:43:42.742612
USR_000260,Control,2026-05-01 14:06:44.236942
USR_000261,Variant,2026-05-05 18:29:46.942875
USR_000262,Variant,2026-05-05 18:15:30.345612
USR_000263,Control,2026-05-05 16:24:19.594198
USR_000264,Variant,2026-05-07 14:18:43.902537
USR_000265,Variant,2026-05-06 18:16:43.337543
USR_000266,Variant,2026-05-01 07:03:05.104832
USR_000267,Variant,2026-05-04 07:08:30.908106
USR_000268,Variant,2026-05-03 18:51:22.008391
USR_000269,Control,2026-05-03 04:06:17.039316
USR_000270,Control,2026-05-04 03:49:28.451373
USR_000271,Variant,2026-05-03 16:32:40.643043
USR_000272,Variant,2026-05-04 00:37:55.542647
USR_000273,Variant,2026-05-07 20:30:57.576320
USR_000274,Variant,2026-05-01 14:53:25.223129
USR_000275,Variant,2026-05-07 10:56:05.230078
USR_000276,Variant,2026-05-04 08:40:47.164307
USR_000277,Variant,2026-05-05 08:47:19.310078
USR_000278,Variant,2026-05-06 19:28:14.658210
USR_000279,Variant,2026-05-03 12:33:28.040029
USR_000280,Variant,2026-05-04 00:18:39.170012
USR_000281,Variant,2026-05-03 20:47:56.776873
USR_000282,Control,2026-05-03 14:57:17.322430
USR_000283,Control,2026-05-07 11:29:20.133732
USR_000284,Control,2026-05-06 19:15:36.798194
USR_000285,Variant,2026-05-01 18:18:43.193869
USR_000286,Control,2026-05-01 18:09:53.003578
USR_000287,Control,2026-05-03 23:52:55.482583
USR_000288,Variant,2026-05-01 16:34:27.981448
USR_000289,Control,2026-05-05 08:00:27.504020
USR_000290,Variant,2026-05-02 00:08:24.684072
USR_000291,Control,2026-05-04 15:45:31.350047
USR_000292,Control,2026-05-01 01:12:46.623948
USR_000293,Variant,2026-05-03 05:11:17.471520
USR_000294,Control,2026-05-05 17:46:04.949677
USR_000295,Control,2026-05-04 09:19:06.751050
USR_000296,Variant,2026-05-07 20:20:57.385132
USR_000297,Variant,2026-05-07 02:50:57.975861
USR_000298,Control,2026-05-03 12:19:26.007165
USR_000299,Variant,2026-05-01 07:38:30.260282
USR_000300,Control,2026-05-06 22:03:54.786310
USR_000301,Control,2026-05-07 09:05:14.510878
USR_000302,Variant,2026-05-06 17:51:55.447540
USR_000303,Variant,2026-05-01 21:29:44.124268
USR_000304,Variant,2026-05-07 23:38:59.073293
USR_000305,Variant,2026-05-02 19:26:31.737195
USR_000306,Variant,2026-05-06 01:39:59.131267
USR_000307,Variant,2026-05-07 08:32:59.493208
USR_000308,Control,2026-05-02 15:35:43.566747
USR_000309,Variant,2026-05-07 08:35:14.773869
USR_000310,Control,2026-05-03 03:59:34.459097
USR_000311,Control,2026-05-07 20:02:14.716898
USR_000312,Control,2026-05-02 23:15:06.060326
USR_000313,Control,2026-05-07 16:10:37.986814
USR_000314,Variant,2026-05-01 08:59:43.804860
USR_000315,Variant,2026-05-05 23:09:27.712658
USR_000316,Variant,2026-05-04 17:23:40.813745
USR_000317,Control,2026-05-04 08:17:00.056244
USR_000318,Control,2026-05-02 13:32:49.361262
USR_000319,Control,2026-05-05 22:32:24.333657
USR_000320,Control,2026-05-02 08:03:21.580427
USR_000321,Variant,2026-05-04 20:52:38.718212
USR_000322,Variant,2026-05-02 18:32:42.795567
USR_000323,Variant,2026-05-07 16:32:39.810492
USR_000324,Control,2026-05-01 04:48:36.146032
USR_000325,Variant,2026-05-02 09:33:15.663811
USR_000326,Variant,2026-05-02 16:42:29.454743
USR_000327,Variant,2026-05-03 21:33:48.221024
USR_000328,Variant,2026-05-02 15:05:55.250283
USR_000329,Control,2026-05-04 10:32:47.929795
USR_000330,Control,2026-05-07 02:34:27.148467
USR_000331,Control,2026-05-05 23:37:35.957268
USR_000332,Variant,2026-05-05 01:26:01.005828
USR_000333,Control,2026-05-01 14:57:09.122044
USR_000334,Control,2026-05-05 20:35:26.427154
USR_000335,Control,2026-05-02 03:57:27.359151
USR_000336,Control,2026-05-06 12:06:34.995030
USR_000337,Variant,2026-05-02 18:00:34.327547
USR_000338,Variant,2026-05-03 22:03:51.070888
USR_000339,Control,2026-05-03 10:52:44.378362
USR_000340,Control,2026-05-07 00:16:50.655595
USR_000341,Control,2026-05-01 21:15:34.088630
USR_000342,Control,2026-05-04 23:01:42.024866
USR_000343,Control,2026-05-01 23:51:58.861391
USR_000344,Control,2026-05-05 22:24:20.521693
USR_000345,Control,2026-05-07 08:03:11.251690
USR_000346,Variant,2026-05-04 01:00:50.709059
USR_000347,Variant,2026-05-04 09:59:58.199008
USR_000348,Control,2026-05-07 11:48:25.331505
USR_000349,Control,2026-05-04 15:31:35.591855
USR_000350,Variant,2026-05-04 09:54:59.535332
USR_000351,Variant,2026-05-05 01:09:33.441316
USR_000352,Variant,2026-05-05 19:47:26.144552
USR_000353,Variant,2026-05-01 17:57:23.065253
USR_000354,Control,2026-05-06 17:56:47.647178
USR_000355,Control,2026-05-04 01:09:53.440604
USR_000356,Variant,2026-05-01 12:09:16.378786
USR_000357,Control,2026-05-06 12:04:43.278331
USR_000358,Variant,2026-05-03 15:19:39.342876
USR_000359,Variant,2026-05-01 16:51:42.261033
USR_000360,Variant,2026-05-05 10:28:29.563116
USR_000361,Control,2026-05-07 03:51:43.442557
USR_000362,Variant,2026-05-07 05:08:33.322494
USR_000363,Control,2026-05-07 16:53:14.869564
USR_000364,Variant,2026-05-07 01:46:28.262067
USR_000365,Variant,2026-05-01 00:21:34.828020
USR_000366,Control,2026-05-03 15:52:49.857447
USR_000367,Variant,2026-05-06 17:30:54.552327
USR_000368,Variant,2026-05-03 13:31:49.818028
USR_000369,Control,2026-05-05 05:03:36.536658
USR_000370,Control,2026-05-05 05:51:40.489772
USR_000371,Control,2026-05-03 13:19:27.303883
USR_000372,Control,2026-05-07 07:57:05.831220
USR_000373,Control,2026-05-04 12:32:32.503290
USR_000374,Variant,2026-05-04 06:05:01.487751
USR_000375,Control,2026-05-07 23:34:56.313376
USR_000376,Control,2026-05-04 10:54:29.020191
USR_000377,Variant,2026-05-02 05:58:15.262766
USR_000378,Control,2026-05-04 14:11:44.386948
USR_000379,Variant,2026-05-06 16:45:17.321642
USR_000380,Control,2026-05-06 10:30:45.125708
USR_000381,Control,2026-05-06 12:28:54.251538
USR_000382,Variant,2026-05-05 22:56:52.784562
USR_000383,Variant,2026-05-02 18:42:30.943020
USR_000384,Variant,2026-05-07 00:49:48.455116
USR_000385,Variant,2026-05-07 06:05:54.607860
USR_000386,Variant,2026-05-02 08:37:03.550915
USR_000387,Control,2026-05-01 21:54:59.568986
USR_000388,Control,2026-05-07 19:54:05.885003
USR_000389,Variant,2026-05-07 01:52:42.333216
USR_000390,Variant,2026-05-07 06:03:49.221833
USR_000391,Variant,2026-05-07 04:54:40.437421
USR_000392,Control,2026-05-04 19:00:12.191176
USR_000393,Control,2026-05-05 12:35:43.770335
USR_000394,Variant,2026-05-04 19:37:15.452970
USR_000395,Control,2026-05-01 08:36:09.599990
USR_000396,Variant,2026-05-06 05:14:40.266021
USR_000397,Variant,2026-05-04 12:53:44.813762
USR_000398,Control,2026-05-05 12:48:54.448433
USR_000399,Variant,2026-05-04 12:26:36.554049
USR_000400,Variant,2026-05-04 10:37:27.487741
USR_000401,Control,2026-05-02 04:51:38.053412
USR_000402,Variant,2026-05-02 22:49:26.054917
USR_000403,Variant,2026-05-02 02:41:14.108088
USR_000404,Variant,2026-05-02 08:52:18.975594
USR_000405,Control,2026-05-07 19:27:36.719678
USR_000406,Variant,2026-05-02 01:43:23.012003
USR_000407,Control,2026-05-02 21:14:14.752620
USR_000408,Control,2026-05-05 03:13:08.625000
USR_000409,Variant,2026-05-05 06:30:36.002908
USR_000410,Control,2026-05-02 01:52:03.553669
USR_000411,Control,2026-05-06 13:20:40.299115
USR_000412,Variant,2026-05-06 11:54:50.694514
USR_000413,Variant,2026-05-02 15:52:09.747503
USR_000414,Variant,2026-05-03 00:29:45.379858
USR_000415,Variant,2026-05-07 13:34:55.061030
USR_000416,Control,2026-05-06 18:42:46.090528
USR_000417,Control,2026-05-05 21:13:47.645596
USR_000418,Control,2026-05-01 13:48:54.652370
USR_000419,Variant,2026-05-03 22:16:06.116130
USR_000420,Variant,2026-05-04 21:57:45.772232
USR_000421,Variant,2026-05-02 07:29:06.346973
USR_000422,Variant,2026-05-04 03:18:07.436859
USR_000423,Control,2026-05-05 04:58:20.450705
USR_000424,Control,2026-05-03 06:59:57.416134
USR_000425,Control,2026-05-06 11:11:55.426501
USR_000426,Variant,2026-05-06 21:11:43.906975
USR_000427,Control,2026-05-03 06:21:59.007114
USR_000428,Variant,2026-05-06 20:53:39.847037
USR_000429,Control,2026-05-01 17:24:03.107179
USR_000430,Control,2026-05-06 20:44:18.558847
USR_000431,Control,2026-05-02 01:39:43.461073
USR_000432,Variant,2026-05-01 13:55:54.341838
USR_000433,Variant,2026-05-05 11:49:05.764606
USR_000434,Control,2026-05-04 07:17:07.718809
USR_000435,Control,2026-05-07 08:31:32.235130
USR_000436,Variant,2026-05-03 13:00:56.825796
USR_000437,Control,2026-05-03 00:14:29.688927
USR_000438,Variant,2026-05-04 12:07:24.471236
USR_000439,Variant,2026-05-04 04:35:56.253153
USR_000440,Control,2026-05-03 09:51:50.082352
USR_000441,Control,2026-05-05 20:32:54.737453
USR_000442,Variant,2026-05-06 07:36:22.997151
USR_000443,Control,2026-05-06 23:18:04.704469
USR_000444,Control,2026-05-07 19:26:23.674529
USR_000445,Variant,2026-05-02 20:47:53.665002
USR_000446,Variant,2026-05-06 00:18:13.338210
USR_000447,Variant,2026-05-03 18:14:07.380828
USR_000448,Variant,2026-05-05 17:44:59.176636
USR_000449,Control,2026-05-04 07:57:53.726323
USR_000450,Control,2026-05-07 22:57:13.972554
USR_000451,Variant,2026-05-06 02:27:20.011726
USR_000452,Variant,2026-05-07 16:01:06.738503
USR_000453,Control,2026-05-06 20:16:29.583526
USR_000454,Variant,2026-05-07 07:41:14.531552
USR_000455,Control,2026-05-06 16:49:20.730475
USR_000456,Control,2026-05-04 05:08:19.442051
USR_000457,Control,2026-05-02 18:18:01.656584
USR_000458,Control,2026-05-03 14:12:49.642112
USR_000459,Control,2026-05-01 03:23:58.873501
USR_000460,Control,2026-05-04 16:01:51.067683
USR_000461,Control,2026-05-04 12:50:58.957604
USR_000462,Variant,2026-05-04 16:14:31.481129
USR_000463,Variant,2026-05-07 19:38:14.084863
USR_000464,Variant,2026-05-07 09:07:27.381289
USR_000465,Variant,2026-05-02 03:10:03.888334
USR_000466,Control,2026-05-03 13:58:20.149037
USR_000467,Control,2026-05-03 23:13:28.697339
USR_000468,Variant,2026-05-03 12:34:10.308717
USR_000469,Control,2026-05-06 14:08:50.358788
USR_000470,Variant,2026-05-04 16:02:17.982736
USR_000471,Control,2026-05-05 00:06:45.969304
USR_000472,Variant,2026-05-06 23:18:22.600476
USR_000473,Control,2026-05-06 15:23:45.347186
USR_000474,Variant,2026-05-01 22:12:41.529002
USR_000475,Variant,2026-05-05 23:56:15.540454
USR_000476,Variant,2026-05-04 01:09:11.770760
USR_000477,Control,2026-05-03 01:30:03.656572
USR_000478,Variant,2026-05-01 08:24:11.382882
USR_000479,Variant,2026-05-04 09:51:28.534097
USR_000480,Variant,2026-05-03 11:42:48.104502
USR_000481,Variant,2026-05-02 18:15:15.086396
USR_000482,Variant,2026-05-05 20:42:17.462060
USR_000483,Control,2026-05-06 09:16:24.762248
USR_000484,Variant,2026-05-02 17:07:28.701109
USR_000485,Variant,2026-05-01 08:18:25.809704
USR_000486,Variant,2026-05-06 22:35:25.633302
USR_000487,Control,2026-05-01 01:40:23.651480
USR_000488,Control,2026-05-07 13:26:05.636324
USR_000489,Variant,2026-05-05 09:26:24.499785
USR_000490,Variant,2026-05-03 06:04:12.844970
USR_000491,Control,2026-05-02 17:24:29.839712
USR_000492,Variant,2026-05-01 01:30:46.625747
USR_000493,Control,2026-05-02 15:33:33.113008
USR_000494,Control,2026-05-01 23:08:18.076758
USR_000495,Control,2026-05-05 06:50:38.130293
USR_000496,Control,2026-05-02 03:58:46.771982
USR_000497,Variant,2026-05-04 16:48:35.325742
USR_000498,Control,2026-05-05 03:08:22.412234
USR_000499,Variant,2026-05-03 02:04:15.619160
USR_000500,Variant,2026-05-01 05:53:27.281167
USR_000501,Variant,2026-05-01 06:15:31.146995
USR_000502,Variant,2026-05-01 04:25:34.866511
USR_000503,Control,2026-05-06 04:10:22.598684
USR_000504,Variant,2026-05-03 05:25:32.269472
USR_000505,Variant,2026-05-06 13:46:42.352473
USR_000506,Control,2026-05-04 00:31:52.011860
USR_000507,Variant,2026-05-04 04:06:13.251382
USR_000508,Variant,2026-05-04 14:09:51.397998
USR_000509,Variant,2026-05-05 23:47:21.424816
USR_000510,Variant,2026-05-02 21:56:54.533254
USR_000511,Variant,2026-05-01 20:25:36.028998
USR_000512,Control,2026-05-04 21:25:03.476324
USR_000513,Variant,2026-05-03 06:55:56.066537
USR_000514,Variant,2026-05-04 02:20:18.746506
USR_000515,Control,2026-05-05 12:41:13.369202
USR_000516,Control,2026-05-04 11:00:47.248242
USR_000517,Control,2026-05-05 08:12:24.628583
USR_000518,Variant,2026-05-04 19:25:32.161278
USR_000519,Variant,2026-05-06 04:17:08.845747
USR_000520,Control,2026-05-05 22:35:50.466392
USR_000521,Variant,2026-05-04 17:44:38.046566
USR_000522,Control,2026-05-05 18:03:20.547016
USR_000523,Variant,2026-05-07 02:45:28.847454
USR_000524,Variant,2026-05-04 00:37:17.674854
USR_000525,Variant,2026-05-03 21:20:39.106398
USR_000526,Control,2026-05-06 08:23:35.751492
USR_000527,Control,2026-05-05 01:52:08.560643
USR_000528,Control,2026-05-01 11:55:44.900679
USR_000529,Control,2026-05-07 05:52:29.347090
USR_000530,Variant,2026-05-01 05:10:17.620233
USR_000531,Variant,2026-05-06 05:43:50.116236
USR_000532,Variant,2026-05-06 07:28:38.697508
USR_000533,Variant,2026-05-07 16:07:21.584379
USR_000534,Variant,2026-05-01 09:05:40.490202
USR_000535,Variant,2026-05-05 04:16:19.029402
USR_000536,Variant,2026-05-03 23:52:37.977115
USR_000537,Variant,2026-05-03 07:32:46.811099
USR_000538,Control,2026-05-01 15:10:24.665269
USR_000539,Control,2026-05-04 22:31:33.211577
USR_000540,Control,2026-05-04 08:28:43.830888
USR_000541,Variant,2026-05-01 17:33:54.536290
USR_000542,Variant,2026-05-05 06:53:53.653892
USR_000543,Control,2026-05-06 03:58:34.047129
USR_000544,Variant,2026-05-06 08:54:09.916477
USR_000545,Variant,2026-05-07 08:06:09.704261
USR_000546,Control,2026-05-03 20:47:27.904694
USR_000547,Control,2026-05-07 16:06:58.410463
